;Name;leaning;type;url;X;X.1;domain
330;Science Debate;least;reliable;http://sciencedebate.org/;least;;sciencedebate
331;Second Nexus;Left-Center;reliable;http://secondnexus.com/;Left;;secondnexus
332;Shame Project;Left-Center;reliable;http://shameproject.com/;Left-Center;;shameproject
333;Sioux City Journal;least;reliable;http://siouxcityjournal.com/;least;;siouxcityjournal
334;Sonoran News;Right;reliable;http://sonorannews.com/;Right;;sonorannews
335;Space.News;NA;questionable;http://space.news/;;conspiracy-pseudoscience;space
336;Spectrum Report;least;reliable;http://spectrumreport.com;least;;spectrumreport
337;Spiked Magazine;Right;reliable;http://spiked-online.com/;Right;;spiked-online
338;Sputnik News;Right;questionable;http://sputniknews.com/;NA;NA;sputniknews
339;State of the Nation;extreme right;questionable;http://stateofthenation.co/;NA;NA;stateofthenation
340;Stranger than Fiction News;Right;questionable;http://stfnreport.com/;NA;NA;stfnreport
341;Stimson Center;least;reliable;http://stimson.org/;least;;stimson
342;Sunlight Foundation;Left-Center;reliable;http://sunlightfoundation.com/;least;;sunlightfoundation
343;Taki’s Magazine;extreme right;questionable;http://takimag.com/;NA;NA;takimag
344;Talking Points Memo;left;reliable;http://talkingpointsmemo.com/;Left;;talkingpointsmemo
345;Task and Purpose;least;reliable;http://taskandpurpose.com/;least;;taskandpurpose
346;Tax Foundation;Right-Center;reliable;http://taxfoundation.org/;Right-Center;;taxfoundation
347;The Tennessee Star;Right;reliable;http://tennesseestar.com/;Right;;tennesseestar
348;The Daily Buzz;left;reliable;http://the-daily.buzz/;Left;;the-daily
349;The Japan News;Right-Center;reliable;http://the-japan-news.com/;Right-Center;;the-japan-news
350;The American Mirror;extreme right;questionable;http://theamericanmirror.com/;extreme right;questionable;theamericanmirror
351;The Blacksphere;Right;questionable;http://theblacksphere.net/;Right;;theblacksphere
352;The Boston Tribune;Right;questionable;http://thebostontribune.com/;NA;NA;thebostontribune
353;The Chronicle Herald;Right-Center;reliable;http://thechronicleherald.ca/;Right-Center;;thechronicleherald
354;The Daily Banter;left;reliable;http://thedailybanter.com/;Left;;thedailybanter
355;The Daily Defender;Right;reliable;http://thedailydefender.com/;Right;;thedailydefender
356;DC Gazette;extreme right;questionable;http://thedcgazette.com/;extreme right;questionable;thedcgazette
357;The Diplomat Magazine;least;reliable;http://thediplomat.com/;least;;thediplomat
358;The Federalist;Right;reliable;http://thefederalist.com/;Right;;thefederalist
359;The Federalist Papers Project;extreme right;questionable;http://thefederalistpapers.org/;extreme right;questionable;thefederalistpapers
360;The Free Patriot;extreme right;questionable;http://thefreepatriot.org/;extreme right;questionable;thefreepatriot
361;GOD Good Lord Above;left;questionable;http://thegoodlordabove.com/;NA;NA;thegoodlordabove
362;TheGrio;left;reliable;http://thegrio.com/;Left;;thegrio
363;The Hayride;Right;reliable;http://thehayride.com/;Right;;thehayride
364;The Hill;least;reliable;http://thehill.com/;Left-Center;;thehill
365;The Hill Talk;Left-Center;reliable;http://thehilltalk.com;Left-Center;;thehilltalk
366;The Libertarian Republic;Right-Center;reliable;http://thelibertarianrepublic.com/;Right-Center;;thelibertarianrepublic
367;The Millennium Report;extreme right;questionable;http://themillenniumreport.com;extreme right;questionable;themillenniumreport
368;The Moderate Voice;Left-Center;reliable;http://themoderatevoice.com/;Left-Center;;themoderatevoice
369;The Ohio Star;Right;reliable;http://theohiostar.com/;Right;;theohiostar
370;TheosWatch.com;left;reliable;http://theoswatch.com;Left;;theoswatch
371;The Proud Liberal;extreme left;questionable;http://theproudliberal.org/;extreme left;questionable;theproudliberal
372;The RANTidote;Right;reliable;http://therantidote.com/;Right;;therantidote
373;The Red elephants;extreme right;questionable;http://theredelephants.com/;NA;NA;theredelephants
374;The Resurgent;Right;reliable;http://theresurgent.com/;Right;;theresurgent
375;The Right Scoop;Right;reliable;http://therightscoop.com/;Right;;therightscoop
376;The Right Stuff;extreme right;questionable;http://therightstuff.biz/;extreme right;questionable;therightstuff
377;The Southern Illinoisan;least;reliable;http://thesouthern.com;least;;thesouthern
378;Saskatoon StarPhoenix;Right-Center;reliable;http://thestarphoenix.com/;Right-Center;;thestarphoenix
379;The Sun Magazine;Left-Center;reliable;http://thesunmagazine.org/;Left-Center;;thesunmagazine
380;The Times and Democrat;least;reliable;http://thetandd.com;least;;thetandd
381;The Times of India;Right-Center;reliable;http://timesofindia.indiatimes.com/;least;;indiatimes
382;Times of San Diego;least;reliable;http://timesofsandiego.com/;least;;timesofsandiego
383;Casper Star-Tribune;least;reliable;http://trib.com;least;;trib
384;Pittsburgh Tribune Review;Right-Center;reliable;http://triblive.com/;Right-Center;;triblive
385;Tribunist;Right;reliable;http://tribunist.com/;Right;;tribunist
386;Trump.News;extreme right;questionable;http://trump.news/;extreme right;questionable;trump
387;Truth Be Told;least;reliable;http://truthbetold.news/;least;;truthbetold
388;Truth in Media;Right;questionable;http://truthinmedia.com/;NA;NA;truthinmedia
389;Truth Uncensored;extreme right;questionable;http://truthuncensored.net/;extreme right;questionable;truthuncensored
390;Arizona Daily Star;Left-Center;reliable;http://tucson.com/;Left-Center;;tucson
391;Twitchy;Right;reliable;http://twitchy.com/;Right;;twitchy
392;Uproxx;left;reliable;http://uproxx.com/;Left;;uproxx
393;BlastingNews;least;reliable;http://us.blastingnews.com/;Left-Center;;blastingnews
394;24 News;extreme right;questionable;http://us24news.com;extreme right;questionable;us24news
395;US National News;extreme left;questionable;http://usnationalnews.org;extreme left;questionable;usnationalnews
396;UsRight-Left.com;extreme right;questionable;http://usrightleft.com;extreme right;questionable;usrightleft
397;USSA News;extreme right;questionable;http://ussanews.com;Right;;ussanews
398;Vancouver Sun;Right-Center;reliable;http://vancouversun.com/;Right-Center;;vancouversun
399;Vera Files;least;reliable;http://verafiles.org;least;;verafiles
400;Vidmax;extreme right;questionable;http://vidmax.com/;extreme right;questionable;vidmax
401;Viral Title;left;reliable;http://viraltitle.com;Left;;viraltitle
402;Vote;left;reliable;http://vote.us.org/;Left;;vote
403;Vote Smart;least;reliable;http://votesmart.org/;least;;votesmart
404;Wall Street on Parade;left;reliable;http://wallstreetonparade.com/;Left-Center;;wallstreetonparade
405;War on the Rocks;least;reliable;http://warontherocks.com/;least;;warontherocks
406;Washington Babylon;left;reliable;http://washingtonbabylon.com;Right-Center;;washingtonbabylon
407;Washington Monthly;Left-Center;reliable;http://washingtonmonthly.com/;Left;;washingtonmonthly
408;Washington Press;left;reliable;http://washingtonpress.com;Left;;washingtonpress
409;Washington Sources;left;reliable;http://washingtonsources.org;Left;;washingtonsources
410;Watchdog.org;Right-Center;reliable;http://watchdog.org/;Right-Center;;watchdog
411;WGN News;Left-Center;reliable;http://wgntv.com/;Left-Center;;wgntv
412;The Wilderness Society;Left-Center;reliable;http://wilderness.org/;Left-Center;;wilderness
413;Windsor Star;Right-Center;reliable;http://windsorstar.com/;Left-Center;;windsorstar
414;World News;least;reliable;http://wn.com/;least;;wn
415;Wonkette;left;reliable;http://wonkette.com/;Left;;wonkette
416;World Press Review;least;reliable;http://worldpress.org/;least;;worldpress
417;12minutos.com;NA;questionable;http://www.12minutos.com/;NA;questionable;12minutos
418;680 News;least;reliable;http://www.680news.com/;least;;680news
419;9 News (Australia);Right-Center;reliable;http://www.9news.com.au/;Right-Center;;9news
420;Acting Man;Right;reliable;http://www.acting-man.com/;Right;;acting-man
421;American Family Association;extreme right;questionable;http://www.afa.net/;extreme right;questionable;afa
422;Africa News;least;reliable;http://www.africanews.com/;least;;africanews
423;Atlanta Journal-Constitution;Left-Center;reliable;http://www.ajc.com/;Left-Center;;ajc
424;Al Monitor;Left-Center;reliable;http://www.al-monitor.com/pulse/home.html;Left-Center;;al-monitor
425;Al Bawaba;Right-Center;questionable;http://www.albawaba.com/;least;;albawaba
426;Al Jazeera;Left-Center;reliable;http://www.aljazeera.com/;Left-Center;;aljazeera
427;AllGov;Left-Center;reliable;http://www.allgov.com;least;;allgov
428;Alabama Political Reporter;least;reliable;http://www.alreporter.com;least;;alreporter
429;Alternet;left;reliable;http://www.alternet.org/;Left;;alternet
430;America Magazine;Left-Center;reliable;http://www.americamagazine.org/;Left-Center;;americamagazine
431;American Firearms Institute;Right-Center;reliable;http://www.americanfirearms.org;Right-Center;;americanfirearms
432;American Heritage;least;reliable;http://www.americanheritage.com;least;;americanheritage
433;American Journal Review;extreme right;questionable;http://www.americanjournalreview.com/;extreme right;questionable;americanjournalreview
434;American Liberty Report;Right;reliable;http://www.americanlibertyreport.com;Right;;americanlibertyreport
435;American Patriot Daily;extreme right;questionable;http://www.americanpatriotdaily.com/;extreme right;questionable;americanpatriotdaily
436;American Thinker;extreme right;questionable;http://www.americanthinker.com/;extreme right;questionable;americanthinker
437;American Freedom Fighters;extreme right;questionable;http://www.americasfreedomfighters.com/;extreme right;questionable;americasfreedomfighters
438;Americas Quarterly;Right-Center;reliable;http://www.americasquarterly.org/;Right-Center;;americasquarterly
439;Ammoland;Right;reliable;http://www.ammoland.com/;Right;;ammoland
440;AM New York;Left-Center;reliable;http://www.amny.com/;Left-Center;;amny
441;The Angry Patriot;extreme right;questionable;http://www.angrypatriotmovement.com/;extreme right;questionable;angrypatriotmovement
442;Agenzia Nazionale Stampa Associata (ANSA);least;reliable;http://www.ansa.it;NA;NA;ansa
443;Arab News;Right-Center;questionable;http://www.arabnews.com/;Right-Center;;arabnews
444;Arkansas Democrat-Gazette;Right-Center;reliable;http://www.arkansasonline.com/;Right-Center;;arkansasonline
445;The Asahi Shimbun;Left-Center;reliable;http://www.asahi.com/ajw;Left-Center;;asahi
446;Asia Times;least;reliable;http://www.atimes.com/;least;;atimes
447;Atlantic Council;Right-Center;reliable;http://www.atlanticcouncil.org/;least;;atlanticcouncil
448;Atlantic Media;Left-Center;reliable;http://www.atlanticmedia.com/;Left-Center;;atlanticmedia
449;ATTN:;Left-Center;reliable;http://www.attn.com/;Left-Center;;attn
450;Americans United for Separation of Church and State;left;reliable;http://www.au.org/;Left;;au
451;Arizona Republic;Left-Center;reliable;http://www.azcentral.com/;Right-Center;;azcentral
452;Baltimore Sun;Left-Center;reliable;http://www.baltimoresun.com/;Left-Center;;baltimoresun
453;Bangkok Post;least;reliable;http://www.bangkokpost.com/;least;;bangkokpost
454;Basnews Agency;left;questionable;http://www.basnews.com/;NA;NA;basnews
455;Belfer Center for Science and International Affairs;least;reliable;http://www.belfercenter.org/;least;;belfercenter
456;Beliefnet;Right;reliable;http://www.beliefnet.com;Right;;beliefnet
457;Berkeleyside;Left-Center;reliable;http://www.berkeleyside.com;Left-Center;;berkeleyside
458;Berkshire Eagle;Left-Center;reliable;http://www.berkshireeagle.com/;Left-Center;;berkshireeagle
459;Better Government Association;least;reliable;http://www.bettergov.org/;least;;bettergov
460;BillionBibles.org;Right;questionable;http://www.billionbibles.org;Right;questionable;billionbibles
461;Bipartisan Report;extreme left;questionable;http://www.bipartisanreport.com/;extreme left;questionable;bipartisanreport
462;Birmingham Mail;Left-Center;reliable;http://www.birminghammail.co.uk;Left-Center;;birminghammail
463;Beijing Review;Left-Center;questionable;http://www.bjreview.com/;Left-Center;;bjreview
464;Black Genocide;extreme right;questionable;http://www.blackgenocide.org/home.html;extreme right;questionable;blackgenocide
465;Blingnews.com;extreme right;questionable;http://www.blingnews.com;NA;NA;blingnews
466;The Blue Route;left;reliable;http://www.blue-route.org/blog/;Left;;blue-route
467;Bluestem Prairie;Left-Center;reliable;http://www.bluestemprairie.com/;Left-Center;;bluestemprairie
468;Boston Herald;Right-Center;reliable;http://www.bostonherald.com/;Right-Center;;bostonherald
469;Breakingnews247.net;NA;questionable;http://www.breakingnews247.net/;NA;questionable;breakingnews247
470;Bridge Magazine;least;reliable;http://www.bridgemi.com;least;;bridgemi
471;Buffalo News;Left-Center;reliable;http://www.buffalonews.com/;Left-Center;;buffalonews
472;Bullshido;least;reliable;http://www.bullshido.net/;least;;bullshido
473;Business Insider;Left-Center;reliable;http://www.businessinsider.com/;Left-Center;;businessinsider
474;Calgary Sun;Right;reliable;http://www.calgarysun.com/;Right-Center;;calgarysun
475;Canadaland;Left-Center;reliable;http://www.canadalandshow.com;Left-Center;;canadalandshow
476;Cape Cod Times;least;reliable;http://www.capecodtimes.com;least;;capecodtimes
477;Capital Gazette;Left-Center;reliable;http://www.capitalgazette.com/;Left-Center;;capitalgazette
478;California Political Review;Right-Center;reliable;http://www.capoliticalreview.com/;Right-Center;;capoliticalreview
479;Castanet;least;reliable;http://www.castanet.net/;least;;castanet
480;CBC News;Left-Center;reliable;http://www.cbc.ca/news;Left-Center;;cbc
481;Center on Budget and Policy Priorities;Left-Center;reliable;http://www.cbpp.org/;Left-Center;;cbpp
482;Center for Inquiry;Left-Center;reliable;http://www.centerforinquiry.net/;least;;centerforinquiry
483;Council on Foreign Relations;least;reliable;http://www.cfr.org/;Right-Center;;cfr
484;Center for Global Development;Left-Center;reliable;http://www.cgdev.org/;least;;cgdev
485;Charlotte Observer;Left-Center;reliable;http://www.charlotteobserver.com/;Left-Center;;charlotteobserver
486;Chicago Reader;left;reliable;http://www.chicagoreader.com/;Left;;chicagoreader
487;Chicago Tribune;Right-Center;reliable;http://www.chicagotribune.com/;Right-Center;;chicagotribune
488;Chicks on the Right;Right;reliable;http://www.chicksontheright.com/;Right;;chicksontheright
489;China Daily;Left;questionable;http://www.chinadaily.com.cn/;Left;questionable;chinadaily
490;The China Post;Left-Center;reliable;http://www.chinapost.com.tw/;least;;chinapost
491;Chinook Observer;least;reliable;http://www.chinookobserver.com;least;;chinookobserver
492;Christianity Today;Right-Center;reliable;http://www.christianitytoday.com/;Right-Center;;christianitytoday
